,To rent,To sell,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of the terrace,Garden,Area of the garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,zipcode,type
10175024,True,False,1350.0,3.0,120.0,True,,,,,True,10000.0,,,3.0,True,"
                                    Excellent état
                                ",5170,Appartement
10081919,True,False,1500.0,2.0,,True,False,,True,,,,,,,,"
                                    Excellent état
                                ",1950,Appartement
10284275,True,False,900.0,2.0,114.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2390,Rez-de-chaussée
10242547,True,False,1400.0,3.0,117.0,True,False,,,,,,,,2.0,,,1190,Appartement
10288632,True,False,1550.0,3.0,135.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1150,Appartement
10284277,True,False,950.0,3.0,119.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2390,Rez-de-chaussée
10235112,True,False,1480.0,2.0,95.0,True,False,,,,,,,,,,,1040,Appartement
10220481,True,False,1550.0,2.0,,True,True,,True,,,,,,2.0,False,"
                                    Bon
                                ",3000,Duplex
10240959,True,False,950.0,2.0,127.0,True,,,,,,,,,2.0,,"
                                    Excellent état
                                ",2500,Appartement
10226238,True,False,1500.0,3.0,117.0,True,False,,True,,,,,,2.0,False,"
                                    Bon
                                ",1000,Appartement
10284595,True,False,1575.0,2.0,107.0,True,False,,,,,,,,,,,1060,Appartement
10270136,True,False,950.0,1.0,82.0,True,False,,,,,,,,3.0,False,"
                                    Excellent état
                                ",2970,Appartement
10216620,True,False,1500.0,3.0,122.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",1180,Penthouse
10277260,True,False,1595.0,3.0,130.0,,False,,True,,,,,,,False,"
                                    Excellent état
                                ",8300,Appartement
10259734,True,False,990.0,2.0,105.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",2440,Appartement
10242505,True,False,1704.0,1.0,108.0,True,True,,,,,,,,,,"
                                    Excellent état
                                ",1050,Appartement
10246042,True,False,1600.0,1.0,75.0,True,True,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1000,Appartement
9782006,True,False,995.0,3.0,135.0,True,,,,,,,,,3.0,,"
                                    Bon
                                ",2580,Rez-de-chaussée
10297155,True,False,450.0,,32.0,True,True,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",8430,Studio
10231854,True,False,1600.0,2.0,100.0,True,True,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1040,Appartement
10243422,True,False,1100.0,2.0,,True,False,,True,,"[1, 1962, '\n                                    Fraîchement rénové\n                                ', True, '\n                                    Équipée\n                                ', 2, False, 1, 1, True, False, False, False, False, True, '\n                                    Sud\n                                ', True, 429, '\n                                                                    E\n                                                            ', 202105290002422056, False, False, '\n                                Mazout\n                            ', True, True, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1100, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 34, 1860]",,,,,,"
                                    Fraîchement rénové
                                ",2590,Appartement
10304805,True,False,675.0,2.0,79.0,False,False,,,,,,,,,,"
                                    Bon
                                ",7800,Appartement
10284655,True,False,1600.0,2.0,115.0,True,True,,True,,,,,,2.0,,"
                                    Excellent état
                                ",1200,Appartement
10279693,True,False,1150.0,2.0,115.0,True,,,True,,,,,,,False,"
                                    Excellent état
                                ",2880,Appartement
10205857,True,False,1600.0,2.0,110.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",1200,Appartement
10304901,True,False,975.0,2.0,110.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",1428,Appartement
10105716,True,False,1200.0,3.0,140.0,,False,,True,,,,,,2.0,,"
                                    Bon
                                ",2050,Appartement
10305671,True,False,1990.0,2.0,115.0,True,True,,,,,,,,,,"
                                    Fraîchement rénové
                                ",1000,Appartement
10024929,True,False,1650.0,3.0,168.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1000,Appartement
9970340,True,False,1250.0,3.0,172.0,,False,,,,"[2013, 1, 3, '\n                                    Bon\n                                ', 3, 2, 172, 48, 14, 3, 1, 2, False, False, False, True, '\n                                    Sud\n                                ', False, False, 2624083, False, False, False, True, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1250, 35, False, 13, 37, '\n                                                    http://www.coenenvastgoed.be\n                                                ', 114]",,,,3.0,,"
                                    Bon
                                ",2970,Duplex
10269239,True,False,1350.0,5.0,167.0,True,,,,,True,1.0,,,3.0,False,"
                                    Excellent état
                                ",5310,Maison
10210848,True,False,1250.0,3.0,172.0,,False,,,,"[2013, 1, 3, '\n                                    Bon\n                                ', 3, 2, 172, 48, 14, 3, 1, 2, False, False, True, False, True, '\n                                    Sud\n                                ', False, False, True, False, False, False, True, False, False, False, 2624083, False, False, True, True, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1250, 35, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 37, '\n                                                    http://www.coenenvastgoed.be\n                                                ', 261]",,,,3.0,False,"
                                    Bon
                                ",2970,Duplex
